Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,bool_Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,bool_Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type_Private,School_Type_Public,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,numeric_Parental_Education_Level,Distance_from_Home,numeric_Distance_from_Home,Gender,Exam_Score,numeric_Parental_Involvement,numeric_Access_to_Resources,numeric_Motivation_Level,numeric_Family_Income,numeric_Teacher_Quality,numeric_Peer_Influence,numeric_Learning_Disabilities
27,71,Medium,Medium,Yes,True,9,51,Medium,No,False,3,High,Medium,False,True,Neutral,1,No,College,1,Far,2,Female,66,1,1,1,2,1,0,False
18,64,Medium,Medium,Yes,True,6,76,Medium,Yes,True,2,Medium,High,False,True,Positive,4,No,High School,0,Near,0,Male,65,1,1,1,1,2,1,False
13,93,Low,Low,No,False,7,72,High,Yes,True,2,Medium,Medium,True,False,Positive,2,No,Postgraduate,2,Near,0,Female,67,0,0,2,1,1,1,False
29,94,High,Medium,No,False,7,79,Medium,Yes,True,6,Low,High,True,False,Neutral,4,No,College,1,Near,0,Female,76,2,1,1,0,2,0,False
19,69,Medium,Medium,Yes,True,9,96,Medium,Yes,True,0,High,High,True,False,Positive,3,No,High School,0,Moderate,1,Female,66,1,1,1,2,2,1,False
21,63,Medium,Medium,Yes,True,6,64,Low,Yes,True,1,High,High,False,True,Negative,3,No,High School,0,Near,0,Male,63,1,1,0,2,2,-1,False
27,90,Medium,Medium,No,False,7,82,Medium,Yes,True,0,Medium,Medium,False,True,Positive,3,No,College,1,Moderate,1,Female,71,1,1,1,1,1,1,False
14,68,Medium,High,No,False,6,71,Low,Yes,True,1,Medium,Medium,False,True,Positive,3,No,College,1,Moderate,1,Male,63,1,2,0,1,1,1,False
24,76,High,Low,Yes,True,7,72,Low,Yes,True,1,High,Medium,False,True,Positive,2,No,College,1,Moderate,1,Male,67,2,0,0,2,1,1,False
16,63,Medium,Medium,Yes,True,8,82,Medium,Yes,True,0,High,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,63,1,1,1,2,1,0,False
19,69,High,Medium,Yes,True,5,98,Medium,Yes,True,0,High,Medium,False,True,Neutral,4,No,High School,0,Moderate,1,Male,66,2,1,1,2,1,0,False
20,92,Medium,Medium,Yes,True,9,93,Low,Yes,True,3,High,Medium,False,True,Positive,2,No,College,1,Near,0,Female,72,1,1,0,2,1,1,False
11,92,High,Medium,Yes,True,8,82,High,Yes,True,4,Medium,Medium,True,False,Negative,2,No,Postgraduate,2,Near,0,Female,70,2,1,2,1,1,-1,False
15,68,High,Low,Yes,True,6,73,Medium,No,False,0,Medium,Medium,False,True,Positive,3,No,College,1,Near,0,Male,62,2,0,1,1,1,1,False
28,73,High,Medium,Yes,True,6,71,Medium,Yes,True,0,Medium,High,True,False,Positive,2,No,College,1,Moderate,1,Female,69,2,1,1,1,2,1,False
25,65,Low,Medium,Yes,True,9,89,Medium,Yes,True,2,Medium,High,False,True,Neutral,3,No,High School,0,Near,0,Female,66,0,1,1,1,2,0,False
20,63,Medium,Medium,Yes,True,8,61,Medium,Yes,True,2,High,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,64,1,1,1,2,1,0,False
21,100,Low,Medium,Yes,True,6,79,Medium,Yes,True,2,Low,Medium,False,True,Neutral,1,No,High School,0,Near,0,Female,70,0,1,1,0,1,0,False
18,86,Medium,Medium,No,False,6,75,High,Yes,True,0,Low,High,False,True,Neutral,4,No,High School,0,Near,0,Male,67,1,1,2,0,2,0,False
28,82,Medium,High,Yes,True,8,82,Low,Yes,True,1,Medium,Medium,True,False,Negative,2,No,Postgraduate,2,Near,0,Male,71,1,2,0,1,1,-1,False
19,91,Medium,Medium,No,False,8,59,High,Yes,True,1,High,Medium,False,True,Neutral,2,No,Postgraduate,2,Near,0,Male,69,1,1,2,2,1,0,False
21,94,High,Low,No,False,8,85,Medium,Yes,True,1,Medium,Medium,False,True,Negative,4,No,College,1,Near,0,Male,70,2,0,1,1,1,-1,False
27,92,Medium,Medium,Yes,True,7,81,Medium,Yes,True,0,Low,Medium,False,True,Negative,1,No,College,1,Near,0,Male,70,1,1,1,0,1,-1,False
15,61,High,Low,Yes,True,8,59,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,2,No,Postgraduate,2,Moderate,1,Female,61,2,0,1,1,1,0,False
29,67,Low,High,No,False,7,72,Medium,No,False,0,Medium,High,False,True,Neutral,3,No,High School,0,Near,0,Female,65,0,2,1,1,2,0,False
11,86,Medium,High,Yes,True,6,84,Medium,Yes,True,0,High,High,True,False,Neutral,3,No,High School,0,Near,0,Male,67,1,2,1,2,2,0,False
30,75,Medium,Low,Yes,True,9,95,Low,Yes,True,1,High,Medium,False,True,Negative,5,No,Postgraduate,2,Near,0,Male,70,1,0,0,2,1,-1,False
19,87,Low,High,Yes,True,6,50,Medium,Yes,True,3,Low,Medium,False,True,Neutral,2,No,Postgraduate,2,Near,0,Male,68,0,2,1,0,1,0,False
9,98,High,High,No,False,7,58,Medium,Yes,True,2,Medium,Medium,False,True,Negative,4,No,College,1,Near,0,Male,69,2,2,1,1,1,-1,False
17,68,Medium,Medium,No,False,7,99,Medium,Yes,True,1,Medium,Low,True,False,Neutral,1,No,Postgraduate,2,Near,0,Male,65,1,1,1,1,0,0,False
14,95,High,Medium,Yes,True,6,88,Medium,Yes,True,2,Low,Low,False,True,Neutral,2,No,High School,0,Far,2,Male,68,2,1,1,0,0,0,False
16,73,High,Medium,Yes,True,7,81,Medium,Yes,True,1,High,High,False,True,Negative,4,No,Postgraduate,2,Near,0,Male,67,2,1,1,2,2,-1,False
19,100,Medium,High,Yes,True,6,57,Medium,Yes,True,1,High,Medium,True,False,Positive,2,Yes,High School,0,Near,0,Male,70,1,2,1,2,1,1,True
26,66,High,High,No,False,8,71,High,Yes,True,2,Medium,Medium,False,True,Neutral,3,No,High School,0,Near,0,Female,68,2,2,2,1,1,0,False
21,81,High,Medium,Yes,True,7,86,Medium,Yes,True,1,Low,Medium,False,True,Neutral,4,No,College,1,Near,0,Male,69,2,1,1,0,1,0,False
22,92,High,Low,Yes,True,5,95,Low,Yes,True,0,Low,Low,False,True,Positive,3,No,Postgraduate,2,Near,0,Male,70,2,0,0,0,0,1,False
13,77,High,High,Yes,True,7,69,Medium,Yes,True,2,Low,High,True,False,Neutral,5,No,College,1,Moderate,1,Male,67,2,2,1,0,2,0,False
15,79,High,High,Yes,True,6,100,Medium,Yes,True,4,Low,Medium,False,True,Neutral,3,No,College,1,Near,0,Female,70,2,2,1,0,1,0,False
31,99,Medium,Low,Yes,True,4,57,High,Yes,True,1,High,High,False,True,Neutral,2,No,Postgraduate,2,Moderate,1,Female,74,1,0,2,2,2,0,False
16,77,Medium,Low,Yes,True,7,69,Low,Yes,True,1,Low,High,False,True,Neutral,4,No,High School,0,Near,0,Female,63,1,0,0,0,2,0,False
30,84,High,Medium,Yes,True,9,94,Medium,Yes,True,1,Low,High,True,False,Positive,2,Yes,High School,0,Near,0,Female,72,2,1,1,0,2,1,True
19,62,High,Medium,No,False,7,82,Low,Yes,True,0,Low,Low,True,False,Neutral,5,Yes,Postgraduate,2,Near,0,Male,62,2,1,0,0,0,0,True
20,94,Medium,Medium,No,False,8,91,Medium,Yes,True,1,Low,Medium,False,True,Positive,2,No,Postgraduate,2,Near,0,Female,71,1,1,1,0,1,1,False
26,86,Medium,Low,No,False,7,95,Medium,Yes,True,0,Low,High,False,True,Negative,5,No,High School,0,Moderate,1,Male,68,1,0,1,0,2,-1,False
28,76,Medium,High,Yes,True,6,75,High,Yes,True,3,High,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,72,1,2,2,2,1,1,False
19,61,Medium,High,Yes,True,6,62,High,Yes,True,1,High,Medium,False,True,Neutral,2,No,Postgraduate,2,Moderate,1,Female,64,1,2,2,2,1,0,False
18,84,Low,Low,No,False,5,85,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,4,No,High School,0,Moderate,1,Male,64,0,0,1,1,1,0,False
20,61,Low,High,Yes,True,8,78,Medium,Yes,True,0,Low,Medium,True,False,Positive,5,No,High School,0,Near,0,Female,63,0,2,1,0,1,1,False
22,60,High,Medium,Yes,True,8,89,Medium,Yes,True,2,Medium,High,True,False,Neutral,4,No,College,1,Moderate,1,Male,66,2,1,1,1,2,0,False
25,85,Medium,Medium,Yes,True,7,76,Medium,Yes,True,2,High,Medium,False,True,Positive,2,No,College,1,Near,0,Female,71,1,1,1,2,1,1,False
20,68,Medium,High,Yes,True,4,91,High,Yes,True,4,High,Medium,True,False,Positive,4,No,College,1,Near,0,Male,70,1,2,2,2,1,1,False
24,68,High,Medium,Yes,True,8,95,Low,Yes,True,3,Medium,Medium,False,True,Positive,0,No,High School,0,Moderate,1,Male,67,2,1,0,1,1,1,False
30,86,High,High,Yes,True,6,87,Medium,Yes,True,0,Low,Low,True,False,Positive,4,No,College,1,Near,0,Female,73,2,2,1,0,0,1,False
22,62,Low,Medium,Yes,True,7,87,Medium,Yes,True,2,High,Low,False,True,Neutral,3,No,High School,0,Near,0,Female,64,0,1,1,2,0,0,False
22,73,Low,Medium,No,False,5,79,Medium,Yes,True,4,Medium,Low,False,True,Negative,1,No,Postgraduate,2,Moderate,1,Female,65,0,1,1,1,0,-1,False
11,66,Medium,Medium,Yes,True,7,74,Medium,Yes,True,3,Medium,High,True,False,Neutral,3,No,High School,0,Far,2,Female,62,1,1,1,1,2,0,False
4,83,High,Medium,No,False,7,99,Low,Yes,True,1,Low,Low,True,False,Neutral,3,No,College,1,Near,0,Female,64,2,1,0,0,0,0,False
22,86,Low,Medium,No,False,4,82,Low,Yes,True,1,Low,Low,True,False,Positive,5,No,College,1,Moderate,1,Male,67,0,1,0,0,0,1,False
19,89,Medium,High,No,False,9,92,High,Yes,True,5,Medium,Medium,True,False,Positive,3,No,Postgraduate,2,Near,0,Male,74,1,2,2,1,1,1,False
17,70,High,Medium,No,False,7,75,Medium,Yes,True,1,Low,Medium,True,False,Neutral,4,Yes,College,1,Far,2,Male,63,2,1,1,0,1,0,True
21,64,High,Low,Yes,True,7,78,Low,Yes,True,1,Medium,Medium,False,True,Positive,4,No,High School,0,Near,0,Male,64,2,0,0,1,1,1,False
20,63,Medium,Low,No,False,8,83,Low,Yes,True,4,Medium,Medium,False,True,Neutral,3,No,Postgraduate,2,Moderate,1,Female,64,1,0,0,1,1,0,False
27,77,Low,High,No,False,7,86,High,Yes,True,1,High,High,False,True,Negative,3,No,College,1,Near,0,Male,70,0,2,2,2,2,-1,False
21,98,Medium,Medium,Yes,True,8,72,Medium,Yes,True,3,Low,Low,False,True,Positive,3,No,High School,0,Moderate,1,Female,71,1,1,1,0,0,1,False
16,69,Medium,Medium,Yes,True,5,68,Medium,Yes,True,0,Medium,High,False,True,Neutral,4,No,College,1,Moderate,1,Male,63,1,1,1,1,2,0,False
19,64,Medium,High,Yes,True,4,71,Medium,Yes,True,1,High,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,65,1,2,1,2,1,0,False
23,84,Medium,High,No,False,7,61,Medium,Yes,True,2,Medium,High,False,True,Neutral,5,No,College,1,Moderate,1,Male,70,1,2,1,1,2,0,False
17,87,Low,Low,Yes,True,9,71,Medium,Yes,True,2,Low,Medium,False,True,Neutral,3,No,College,1,Moderate,1,Female,65,0,0,1,0,1,0,False
16,86,High,Medium,Yes,True,5,94,High,Yes,True,0,Medium,Medium,False,True,Negative,2,No,High School,0,Near,0,Male,68,2,1,2,1,1,-1,False
21,94,Medium,High,No,False,6,99,Medium,Yes,True,1,Medium,High,True,False,Neutral,2,No,High School,0,Near,0,Male,72,1,2,1,1,2,0,False
20,79,Medium,High,Yes,True,4,79,Low,Yes,True,0,Medium,High,True,False,Neutral,4,No,High School,0,Moderate,1,Male,67,1,2,0,1,2,0,False
23,65,High,High,No,False,7,57,Low,No,False,1,High,Medium,False,True,Neutral,4,No,High School,0,Near,0,Male,65,2,2,0,2,1,0,False
18,72,Medium,Medium,No,False,8,71,Low,Yes,True,2,High,Medium,False,True,Positive,4,No,Postgraduate,2,Near,0,Male,66,1,1,0,2,1,1,False
9,86,High,High,No,False,8,80,Medium,Yes,True,1,Low,Medium,False,True,Positive,5,No,College,1,Far,2,Female,67,2,2,1,0,1,1,False
17,85,Medium,Low,No,False,6,69,Medium,Yes,True,1,Medium,Medium,True,False,Neutral,3,Yes,Postgraduate,2,Near,0,Male,65,1,0,1,1,1,0,True
25,81,Medium,Medium,No,False,4,60,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,3,No,High School,0,Near,0,Male,68,1,1,1,1,1,0,False
18,87,Medium,Medium,No,False,5,61,High,Yes,True,2,Medium,Medium,False,True,Positive,1,No,High School,0,Near,0,Male,68,1,1,2,1,1,1,False
19,85,Medium,High,Yes,True,9,74,Medium,Yes,True,1,High,Medium,False,True,Neutral,3,No,College,1,Moderate,1,Female,69,1,2,1,2,1,0,False
26,95,Medium,Low,Yes,True,8,61,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,2,No,Postgraduate,2,Near,0,Female,71,1,0,1,1,1,0,False
16,83,Medium,Medium,Yes,True,7,62,Medium,Yes,True,0,Low,Medium,True,False,Neutral,1,Yes,Postgraduate,2,Moderate,1,Male,64,1,1,1,0,1,0,True
19,70,Medium,Medium,No,False,5,89,Medium,Yes,True,1,Low,High,True,False,Neutral,2,No,High School,0,Near,0,Male,64,1,1,1,0,2,0,False
17,87,Medium,Medium,Yes,True,9,53,Low,Yes,True,3,Low,Medium,False,True,Positive,3,No,Postgraduate,2,Moderate,1,Female,67,1,1,0,0,1,1,False
14,96,Medium,High,No,False,6,66,Medium,Yes,True,3,Medium,Medium,False,True,Positive,2,No,College,1,Near,0,Female,70,1,2,1,1,1,1,False
19,75,Medium,High,No,False,8,77,Medium,Yes,True,1,Low,Low,False,True,Positive,4,No,High School,0,Moderate,1,Female,66,1,2,1,0,0,1,False
23,91,High,Medium,No,False,5,53,Low,Yes,True,3,Medium,High,True,False,Negative,3,No,High School,0,Near,0,Male,70,2,1,0,1,2,-1,False
20,89,Medium,High,Yes,True,7,84,Low,Yes,True,1,High,High,False,True,Neutral,4,No,High School,0,Moderate,1,Male,70,1,2,0,2,2,0,False
22,62,High,Medium,Yes,True,9,69,Low,Yes,True,1,High,Low,True,False,Negative,3,No,College,1,Near,0,Male,64,2,1,0,2,0,-1,False
31,83,Low,High,Yes,True,6,70,Medium,Yes,True,3,Low,Medium,True,False,Negative,3,No,College,1,Near,0,Male,71,0,2,1,0,1,-1,False
18,65,Medium,High,Yes,True,8,63,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,High School,0,Far,2,Male,63,1,2,1,1,1,1,False
22,99,Medium,Medium,Yes,True,5,67,High,Yes,True,1,Medium,High,True,False,Negative,3,No,College,1,Near,0,Male,72,1,1,2,1,2,-1,False
17,92,High,High,No,False,6,93,Medium,Yes,True,4,Medium,Low,True,False,Neutral,4,No,College,1,Moderate,1,Female,72,2,2,1,1,0,0,False
15,64,High,Low,Yes,True,7,89,Low,Yes,True,0,Low,Medium,False,True,Negative,2,No,High School,0,Near,0,Male,61,2,0,0,0,1,-1,False
16,65,High,Low,Yes,True,8,97,High,Yes,True,2,Low,Medium,False,True,Negative,4,Yes,High School,0,Near,0,Female,63,2,0,2,0,1,-1,True
17,84,Low,High,No,False,7,85,High,Yes,True,0,Medium,Medium,True,False,Positive,2,No,College,1,Moderate,1,Male,67,0,2,2,1,1,1,False
22,74,High,Low,Yes,True,8,79,Low,Yes,True,3,Medium,Medium,False,True,Neutral,1,No,High School,0,Near,0,Female,67,2,0,0,1,1,0,False
34,61,Medium,Low,No,False,9,63,Low,Yes,True,2,Medium,Medium,False,True,Neutral,5,No,High School,0,Moderate,1,Female,65,1,0,0,1,1,0,False
16,82,Low,Medium,No,False,6,83,Medium,Yes,True,0,Medium,Medium,False,True,Negative,2,No,High School,0,Near,0,Female,64,0,1,1,1,1,-1,False
18,76,Medium,Low,No,False,5,95,High,Yes,True,2,High,High,False,True,Positive,6,No,Postgraduate,2,Near,0,Female,69,1,0,2,2,2,1,False
20,64,Medium,High,No,False,6,53,High,No,False,4,High,Medium,True,False,Neutral,4,No,College,1,Moderate,1,Female,65,1,2,2,2,1,0,False
22,92,High,High,No,False,9,72,Low,Yes,True,1,Low,High,False,True,Neutral,4,Yes,Postgraduate,2,Near,0,Male,71,2,2,0,0,2,0,True
22,97,Medium,Medium,Yes,True,6,57,Medium,Yes,True,0,Medium,High,True,False,Positive,2,No,High School,0,Near,0,Male,70,1,1,1,1,2,1,False
28,90,Low,Medium,Yes,True,9,91,Medium,Yes,True,0,Medium,Medium,False,True,Positive,2,No,College,1,Moderate,1,Female,98,0,1,1,1,1,1,False
5,93,Medium,Medium,Yes,True,7,81,Medium,No,False,1,Low,High,False,True,Neutral,2,No,College,1,Near,0,Female,65,1,1,1,0,2,0,False
6,69,High,Medium,Yes,True,10,94,Medium,No,False,1,Medium,Medium,True,False,Neutral,4,No,Postgraduate,2,Near,0,Female,63,2,1,1,1,1,0,False
17,71,Medium,Medium,Yes,True,10,53,Low,Yes,True,0,Low,Low,False,True,Positive,3,No,High School,0,Moderate,1,Male,61,1,1,0,0,0,1,False
27,68,Medium,Low,Yes,True,9,95,Medium,Yes,True,1,Low,Medium,False,True,Positive,3,No,College,1,Moderate,1,Male,67,1,0,1,0,1,1,False
11,91,Medium,Medium,No,False,5,53,Medium,Yes,True,0,Low,Medium,True,False,Neutral,2,No,Postgraduate,2,Near,0,Female,64,1,1,1,0,1,0,False
2,98,High,Medium,No,False,4,64,Medium,Yes,True,1,Low,High,True,False,Neutral,2,No,High School,0,Near,0,Female,65,2,1,1,0,2,0,False
23,89,High,High,Yes,True,7,58,Medium,Yes,True,2,Medium,High,True,False,Positive,3,No,Postgraduate,2,Moderate,1,Male,73,2,2,1,1,2,1,False
21,95,Medium,High,Yes,True,8,57,Low,No,False,1,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,69,1,2,0,0,1,1,False
13,86,Medium,High,No,False,8,59,Medium,Yes,True,3,Medium,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,67,1,2,1,1,1,0,False
14,76,High,Medium,No,False,6,74,Low,Yes,True,0,High,Medium,True,False,Positive,2,Yes,College,1,Far,2,Male,63,2,1,0,2,1,1,True
14,77,High,High,Yes,True,5,89,Low,Yes,True,0,Medium,Medium,True,False,Positive,2,No,College,1,Near,0,Male,67,2,2,0,1,1,1,False
21,63,Low,High,Yes,True,8,95,Medium,Yes,True,2,High,Medium,False,True,Neutral,5,No,High School,0,Near,0,Male,66,0,2,1,2,1,0,False
16,61,Medium,High,Yes,True,10,78,Medium,Yes,True,2,Low,High,False,True,Positive,2,No,College,1,Moderate,1,Female,64,1,2,1,0,2,1,False
23,88,High,Low,Yes,True,6,58,Medium,Yes,True,2,Low,Medium,False,True,Neutral,2,No,High School,0,Moderate,1,Male,68,2,0,1,0,1,0,False
3,78,Medium,Medium,No,False,8,54,High,Yes,True,2,High,Medium,False,True,Positive,4,No,High School,0,Moderate,1,Male,61,1,1,2,2,1,1,False
15,82,Medium,Medium,Yes,True,10,75,Medium,Yes,True,1,High,Medium,False,True,Negative,1,No,College,1,Near,0,Female,66,1,1,1,2,1,-1,False
13,82,Medium,Medium,Yes,True,7,88,Medium,Yes,True,0,Low,Medium,False,True,Neutral,2,No,High School,0,Near,0,Female,65,1,1,1,0,1,0,False
18,71,Medium,High,Yes,True,7,81,Medium,Yes,True,0,Medium,Medium,False,True,Negative,4,No,College,1,Moderate,1,Female,65,1,2,1,1,1,-1,False
17,79,Medium,Medium,No,False,8,79,Medium,Yes,True,3,Medium,High,True,False,Neutral,5,Yes,Postgraduate,2,Near,0,Male,67,1,1,1,1,2,0,True
25,79,High,Medium,Yes,True,7,52,Medium,Yes,True,1,Medium,Medium,False,True,Negative,2,No,Postgraduate,2,Moderate,1,Female,68,2,1,1,1,1,-1,False
9,76,Medium,Medium,Yes,True,9,71,Medium,Yes,True,1,Medium,High,False,True,Neutral,3,No,College,1,Near,0,Male,63,1,1,1,1,2,0,False
20,93,High,Medium,No,False,6,78,Low,Yes,True,1,Low,Medium,False,True,Positive,3,No,College,1,Moderate,1,Female,70,2,1,0,0,1,1,False
23,78,High,High,No,False,7,80,Medium,Yes,True,0,Low,Medium,True,False,Neutral,2,No,High School,0,Near,0,Female,68,2,2,1,0,1,0,False
31,84,Medium,Medium,No,False,5,50,Medium,No,False,2,Low,High,True,False,Positive,3,No,High School,0,Near,0,Male,69,1,1,1,0,2,1,False
17,96,High,Medium,Yes,True,7,60,Low,Yes,True,0,Low,Medium,True,False,Neutral,2,Yes,College,1,Near,0,Male,67,2,1,0,0,1,0,True
22,95,Medium,Medium,No,False,5,97,Medium,Yes,True,0,Low,Low,False,True,Neutral,3,No,High School,0,Moderate,1,Male,69,1,1,1,0,0,0,False
9,96,Medium,Low,Yes,True,8,75,Low,Yes,True,1,Low,High,True,False,Positive,4,Yes,High School,0,Near,0,Female,65,1,0,0,0,2,1,True
6,71,Medium,High,Yes,True,5,85,Medium,Yes,True,1,Low,Medium,False,True,Positive,2,No,High School,0,Moderate,1,Male,61,1,2,1,0,1,1,False
25,61,Medium,High,Yes,True,8,65,Low,Yes,True,3,Low,Low,False,True,Neutral,3,No,College,1,Near,0,Female,65,1,2,0,0,0,0,False
20,70,Low,Medium,Yes,True,6,79,Low,Yes,True,4,Medium,Medium,False,True,Positive,4,No,Postgraduate,2,Near,0,Male,67,0,1,0,1,1,1,False
27,71,Medium,High,Yes,True,10,68,Medium,Yes,True,1,Low,Medium,False,True,Negative,2,No,High School,0,Moderate,1,Male,66,1,2,1,0,1,-1,False
12,96,Medium,Medium,No,False,9,65,Medium,Yes,True,2,High,High,True,False,Neutral,4,Yes,Postgraduate,2,Near,0,Female,69,1,1,1,2,2,0,True
23,86,Medium,Medium,Yes,True,8,71,High,Yes,True,3,Medium,Medium,False,True,Neutral,4,No,College,1,Near,0,Female,71,1,1,2,1,1,0,False
31,63,High,High,No,False,5,73,Medium,Yes,True,1,High,Low,False,True,Positive,2,No,High School,0,Near,0,Female,68,2,2,1,2,0,1,False
23,65,High,Medium,No,False,6,67,High,No,False,3,Medium,Medium,True,False,Negative,5,No,High School,0,Moderate,1,Male,65,2,1,2,1,1,-1,False
22,66,Medium,Medium,No,False,6,63,High,Yes,True,1,Low,Medium,True,False,Neutral,5,No,Postgraduate,2,Far,2,Male,64,1,1,2,0,1,0,False
20,85,Medium,Low,No,False,6,81,Low,Yes,True,1,High,High,True,False,Positive,3,No,College,1,Near,0,Male,68,1,0,0,2,2,1,False
11,89,Low,High,No,False,9,69,Low,Yes,True,1,Low,Low,False,True,Neutral,3,No,High School,0,Near,0,Male,64,0,2,0,0,0,0,False
28,94,Medium,High,No,False,7,60,Low,Yes,True,1,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,71,1,2,0,0,1,1,False
16,98,High,Medium,No,False,6,88,Medium,Yes,True,1,Low,Medium,False,True,Neutral,3,No,Postgraduate,2,Moderate,1,Female,70,2,1,1,0,1,0,False
23,68,High,Medium,Yes,True,6,86,Medium,Yes,True,0,Medium,Medium,False,True,Positive,2,No,Postgraduate,2,Near,0,Male,68,2,1,1,1,1,1,False
11,72,Medium,Medium,Yes,True,6,94,Low,Yes,True,2,Medium,Medium,False,True,Positive,3,No,High School,0,Moderate,1,Male,63,1,1,0,1,1,1,False
13,70,Medium,High,Yes,True,8,78,Medium,Yes,True,0,Low,Medium,True,False,Negative,3,Yes,High School,0,Near,0,Male,61,1,2,1,0,1,-1,True
29,74,Medium,Low,No,False,5,64,Medium,Yes,True,2,Medium,Medium,False,True,Neutral,1,No,College,1,Moderate,1,Male,66,1,0,1,1,1,0,False
18,97,Medium,High,Yes,True,7,93,Medium,Yes,True,5,High,Medium,False,True,Positive,4,No,College,1,Near,0,Female,75,1,2,1,2,1,1,False
29,83,High,High,Yes,True,8,64,Medium,Yes,True,2,Medium,High,False,True,Neutral,1,No,High School,0,Far,2,Male,71,2,2,1,1,2,0,False
20,90,Medium,Medium,Yes,True,4,83,High,Yes,True,1,Low,Low,False,True,Positive,3,No,College,1,Near,0,Male,69,1,1,2,0,0,1,False
9,80,High,Low,No,False,5,60,Medium,Yes,True,2,Low,Medium,True,False,Neutral,3,No,High School,0,Near,0,Male,62,2,0,1,0,1,0,False
25,61,Medium,Medium,No,False,7,81,High,Yes,True,0,Medium,Medium,False,True,Positive,4,No,High School,0,Moderate,1,Female,65,1,1,2,1,1,1,False
16,63,Medium,Low,No,False,9,92,Medium,Yes,True,0,Low,Medium,True,False,Positive,3,No,College,1,Moderate,1,Female,61,1,0,1,0,1,1,False
24,82,Medium,Medium,No,False,9,77,Medium,Yes,True,3,Medium,Medium,False,True,Positive,2,No,High School,0,Near,0,Female,69,1,1,1,1,1,1,False
20,89,Low,Low,Yes,True,6,74,Low,Yes,True,1,Medium,Low,True,False,Positive,3,No,Postgraduate,2,Far,2,Male,66,0,0,0,1,0,1,False
11,69,High,Medium,Yes,True,9,100,Low,Yes,True,1,Low,Medium,False,True,Neutral,5,No,High School,0,Near,0,Male,64,2,1,0,0,1,0,False
21,89,High,Medium,Yes,True,7,51,Low,Yes,True,1,Medium,Medium,False,True,Positive,4,No,High School,0,Near,0,Female,69,2,1,0,1,1,1,False
33,92,High,High,Yes,True,7,67,Low,Yes,True,6,High,Medium,False,True,Positive,5,No,High School,0,Near,0,Female,78,2,2,0,2,1,1,False
23,76,Low,High,Yes,True,7,96,Low,Yes,True,2,Medium,Medium,True,False,Neutral,4,No,High School,0,Near,0,Female,68,0,2,0,1,1,0,False
26,76,Low,Medium,Yes,True,6,77,Medium,Yes,True,1,Medium,Medium,True,False,Neutral,5,No,High School,0,Near,0,Male,68,0,1,1,1,1,0,False
21,87,Low,Low,Yes,True,6,82,Medium,Yes,True,0,Medium,High,False,True,Neutral,5,No,Postgraduate,2,Near,0,Female,68,0,0,1,1,2,0,False
21,91,Medium,Medium,No,False,5,66,Low,Yes,True,1,High,Medium,False,True,Positive,3,No,College,1,Near,0,Female,69,1,1,0,2,1,1,False
13,100,Medium,Low,Yes,True,8,54,Medium,Yes,True,0,Medium,High,False,True,Positive,3,No,College,1,Near,0,Female,68,1,0,1,1,2,1,False
21,74,High,Low,Yes,True,8,64,Medium,Yes,True,3,Low,Low,False,True,Neutral,1,No,College,1,Far,2,Male,80,2,0,1,0,0,0,False
26,76,Medium,Medium,Yes,True,8,67,High,Yes,True,1,Low,Medium,False,True,Negative,3,No,High School,0,Moderate,1,Male,67,1,1,2,0,1,-1,False
15,67,Low,Medium,Yes,True,5,74,Medium,Yes,True,1,High,High,False,True,Positive,2,No,Postgraduate,2,Near,0,Male,64,0,1,1,2,2,1,False
29,68,Medium,Low,No,False,6,70,Low,Yes,True,0,Medium,Medium,False,True,Negative,2,No,Postgraduate,2,Near,0,Male,64,1,0,0,1,1,-1,False
19,88,Medium,Medium,Yes,True,9,76,Low,Yes,True,1,Medium,High,False,True,Positive,3,No,High School,0,Far,2,Male,68,1,1,0,1,2,1,False
15,97,Low,Medium,No,False,7,60,Low,Yes,True,4,Medium,Medium,False,True,Negative,3,No,High School,0,Near,0,Female,67,0,1,0,1,1,-1,False
26,76,Medium,Medium,No,False,7,59,Low,Yes,True,0,Medium,Medium,False,True,Neutral,1,Yes,Postgraduate,2,Near,0,Male,65,1,1,0,1,1,0,True
